homelat,homelon,homecontinent,n
33.2,-92.7,North America,1
33.2,-87.6,North America,5
33.2,-87.5,North America,3
33.2,-84.3,North America,1
33.2,-80.5,North America,1
33.2,43.7,Asia,5
33.2,129.7,Asia,9
33.2,130.3,Asia,1
33.2,131.4,Asia,1
33.2,131.6,Asia,4
33.3,-118.3,North America,1
33.3,-117,North America,7
33.3,-112,North America,5
33.3,-111.9,North America,4
33.3,-111.8,North America,2
33.3,-105.1,North America,3
33.3,-96.6,North America,1
33.3,-96.4,North America,1
33.3,-87,North America,2
33.3,-83.4,North America,1
33.3,-8.5,Africa,1
33.3,44.4,Asia,8
33.3,130.3,Asia,1
33.3,130.9,Asia,20
33.4,-118.5,North America,1
33.4,-118.4,North America,1
33.4,-117.6,North America,313
33.4,-117.6,NA,1
33.4,-117.3,North America,2
33.4,-112.6,North America,1
33.4,-112.3,North America,1
33.4,-112.2,North America,1
33.4,-112.1,North America,77
33.4,-111.9,North America,23
33.4,-111.8,North America,17
33.4,-110.8,North America,1137
33.4,-104.5,North America,35
33.4,-86.8,North America,1
33.4,-84.8,North America,24
33.4,-84.1,North America,2
33.4,-79.1,North America,2
33.4,130.5,Asia,2
33.5,-117.8,North America,164
33.5,-117.7,North America,1455
33.5,-117.7,NA,48
33.5,-117.6,North America,1
33.5,-117.1,North America,44
33.5,-112.5,North America,2
33.5,-112.3,North America,1
33.5,-112.2,North America,1
33.5,-112.1,North America,30
33.5,-112,North America,35
33.5,-111.9,North America,86
33.5,-97.1,North America,1
33.5,-90.2,North America,1
33.5,-88.8,North America,6
33.5,-88.4,North America,2
33.5,-86.8,North America,59
33.5,-84.2,North America,1
33.5,-82.1,North America,14
33.5,-82,North America,5
33.5,-81.1,North America,1
33.5,-80.9,North America,1
33.5,-79.1,North America,4
33.5,-7.6,Africa,3
33.5,73.2,Asia,1
33.5,119.8,Asia,1
33.5,126.5,Asia,1
33.5,130.5,Asia,5
33.6,-117.9,North America,541
33.6,-117.8,North America,8
33.6,-117.7,North America,31
33.6,-117.6,North America,1
33.6,-117.2,North America,4
33.6,-112.4,North America,1
33.6,-112.3,North America,2
33.6,-112.2,North America,2
33.6,-112.1,North America,1
33.6,-112,North America,1
33.6,-111.9,North America,2
33.6,-101.9,North America,5
33.6,-95.9,North America,1
33.6,-86.7,North America,3
33.6,-84.9,North America,5
33.6,-84.4,North America,11
33.6,-83.9,North America,4
33.6,-81.7,North America,1
33.6,-79,North America,21
33.6,-7.6,Africa,188
33.6,-7.5,Africa,3
33.6,73,Asia,4
33.6,73.4,Asia,1
33.6,130.2,Asia,4
33.6,130.4,Asia,349
33.6,130.7,Asia,2
33.6,133.5,Asia,12
33.6,133.6,Asia,2
33.6,134.3,Asia,1
33.7,-118.4,North America,2
33.7,-118.3,North America,7
33.7,-118.3,NA,2
33.7,-118.1,North America,40
33.7,-118,North America,332
33.7,-118,NA,5
33.7,-117.9,North America,44
33.7,-117.8,North America,822
33.7,-117.7,North America,1
33.7,-117.6,North America,1
33.7,-117.3,North America,1
33.7,-117.2,North America,4
33.7,-117.1,North America,1
33.7,-117,North America,7
33.7,-116.4,North America,4
33.7,-116.3,North America,3
33.7,-116.2,North America,4
33.7,-115.7,North America,1
33.7,-112.2,North America,4
33.7,-86.8,North America,1
33.7,-85,North America,2
33.7,-84.9,North America,1
33.7,-84.5,North America,4
33.7,-84.4,North America,167
33.7,-84.3,North America,1
33.7,-84,North America,1
33.7,-78.9,North America,634
33.7,-78.9,NA,1
33.7,73.1,Asia,16
33.7,131,Asia,1
33.8,-118.4,North America,1871
33.8,-118.3,North America,51
33.8,-118.2,North America,118
33.8,-118,North America,6
33.8,-117.9,North America,187
33.8,-117.8,North America,2
33.8,-116.5,North America,16
33.8,-116.4,North America,8
33.8,-112.4,North America,1
33.8,-109.9,North America,2
33.8,-102.5,North America,1
33.8,-96.5,North America,1
33.8,-95.5,North America,3
33.8,-87.3,North America,1
33.8,-84.6,North America,2
33.8,-84.5,North America,5
33.8,-84.4,North America,1525
33.8,-84.3,North America,95
33.8,-84.1,North America,2
33.8,-81.2,North America,288
33.8,-79,North America,10
33.8,-78.8,North America,3
33.8,-78.7,North America,4
33.8,-78,NA,6
33.8,-6.2,Africa,7
33.8,35.5,Asia,1
33.8,130.5,Asia,3
33.8,132.8,Asia,9
33.9,-118.4,North America,549
33.9,-118.4,NA,65
33.9,-118.3,North America,146
33.9,-118.2,North America,19
33.9,-118.1,North America,18
33.9,-118,North America,7
33.9,-117.9,North America,9
33.9,-117.6,North America,10
33.9,-117.5,North America,1
33.9,-117,North America,1
33.9,-109.6,North America,2
33.9,-100.2,North America,1
33.9,-98.5,North America,6
33.9,-86,North America,1
33.9,-84.8,North America,2
33.9,-84.5,North America,6
33.9,-84.3,North America,9
33.9,-84.2,North America,1
33.9,-84,North America,10
33.9,-83.4,North America,2
33.9,-82.3,North America,2
33.9,-78.4,NA,3
33.9,-78.3,NA,2
33.9,-78.2,North America,2
33.9,-6.9,Africa,1
33.9,9.5,Africa,3
33.9,35.5,NA,3
33.9,35.9,Asia,15
33.9,67.7,Asia,2
33.9,130.9,Asia,11
33.9,134.7,Asia,2
34,-119.8,North America,2
34,-118.8,NA,246
34,-118.7,North America,1
34,-118.5,North America,660
34,-118.4,North America,66
34,-118.3,North America,65
34,-118.2,North America,23
34,-118.1,North America,1
34,-118,North America,281
34,-117.9,North America,6
34,-117.8,North America,1
34,-117.7,North America,14
34,-117.4,North America,12
34,-117.3,North America,6
34,-117.1,North America,1
34,-116.5,North America,1
34,-111.1,North America,189
34,-97.2,North America,17
34,-84.6,North America,12
34,-84.5,North America,2
34,-84.4,North America,3
34,-84.2,North America,1
34,-84.1,North America,6
34,-83.4,North America,3
34,-83.3,North America,1
34,-81.2,North America,1
34,-81,North America,5
34,-77.9,North America,5
34,-77.9,NA,2
34,-6.8,Africa,34
34,-5,Africa,3
34,71.6,Asia,1
34,72,Asia,1
34,100.6,Asia,15
34,131.2,Asia,3
34,134.6,Asia,20
34.1,-119,North America,6
34.1,-118.8,North America,5
34.1,-118.7,North America,10
34.1,-118.6,North America,7
34.1,-118.5,North America,20
34.1,-118.4,North America,199
34.1,-118.3,North America,431
34.1,-118.2,North America,2721
34.1,-118.1,North America,47
34.1,-118,North America,3
34.1,-117.9,North America,10
34.1,-117.8,North America,2
34.1,-117.7,North America,14
34.1,-117.6,North America,33
34.1,-117.4,North America,16
34.1,-117.3,North America,1
34.1,-117.2,North America,14
34.1,-116.4,North America,6
34.1,-114.4,North America,2
34.1,-98.6,North America,2
34.1,-86.8,North America,1
34.1,-84.7,North America,1
34.1,-84.3,North America,2
34.1,-84,North America,3073
34.1,-83.6,North America,1
34.1,-81.2,North America,1
34.1,74.8,Asia,1
34.1,114.9,Asia,1
34.1,134.6,Asia,6
34.2,-119.2,North America,6
34.2,-119.1,North America,1
34.2,-119,North America,15
34.2,-118.9,North America,2
34.2,-118.8,North America,16
34.2,-118.6,North America,57
34.2,-118.5,North America,14
34.2,-118.4,North America,18
34.2,-118.3,North America,44
34.2,-118.2,North America,3
34.2,-118.1,North America,65
34.2,-117.3,North America,2
34.2,-117.2,North America,7
34.2,-116.9,North America,6
34.2,-116.3,North America,1
34.2,-102.7,North America,1
34.2,-102.4,North America,349
34.2,-92,North America,1
34.2,-85.2,North America,1
34.2,-84.8,North America,5
34.2,-84.5,North America,1
34.2,-84.1,North America,1
34.2,-83.9,North America,7
34.2,-83.6,North America,1
34.2,-81.5,North America,4
34.2,-81.2,North America,2
34.2,-79.8,North America,1
34.2,-78.7,North America,1
34.2,-77.9,North America,72
34.2,-77.8,North America,1
34.2,-77.8,NA,8
34.2,108.9,Asia,1
34.2,131.4,Asia,1
34.2,131.5,Asia,126
34.2,133.8,Asia,1
34.2,134.4,Asia,3
34.2,135.2,Asia,8
34.3,-119.2,North America,51
34.3,-118.8,North America,4
34.3,-118.6,North America,6
34.3,-118.4,North America,8
34.3,-92.9,North America,1
34.3,-92.4,North America,1
34.3,-85.2,North America,1
34.3,-84.5,North America,1
34.3,-83.7,North America,2
34.3,-78.7,North America,1
34.3,-78,North America,1
34.3,-6.6,Africa,1
34.3,113.4,Asia,1
34.3,132.6,Asia,1
34.3,133.7,Asia,10
34.3,134,Asia,3
34.3,134.2,Asia,2
34.3,135.3,Asia,2
34.3,136.9,NA,2
34.3,139.2,NA,1
34.4,-119.8,North America,6
34.4,-119.7,North America,184
34.4,-119.5,North America,30
34.4,-119.4,North America,1
34.4,-119.2,North America,250
34.4,-119.1,North America,5
34.4,-118.6,North America,1
34.4,-118.5,North America,24
34.4,-117.4,North America,49
34.4,-110.5,North America,1
34.4,-103.2,North America,1
34.4,-87.3,North America,3
34.4,-86.3,North America,38
34.4,-77.6,NA,5
34.4,-77.5,NA,6
34.4,132.3,Asia,2
34.4,132.5,Asia,37
34.4,132.7,Asia,1
34.4,133.1,Asia,1
34.4,133.2,Asia,3
34.4,134.8,Asia,1
34.4,135.3,Asia,1
34.4,139.3,NA,57
34.5,-120.2,North America,2
34.5,-118.6,North America,2
34.5,-118.2,North America,1
34.5,-117.3,North America,2
34.5,-117.2,North America,1
34.5,-114.3,North America,1
34.5,-112.5,North America,20
34.5,-105.9,North America,21
34.5,-96.2,North America,1
34.5,-93,North America,2
34.5,-92,North America,1
34.5,-88.2,North America,1
34.5,-86.8,North America,1
34.5,-85,North America,1
34.5,-84,North America,1
34.5,-82.7,North America,2
34.5,43.5,Asia,1
34.5,46.7,Asia,2
34.5,69.2,Asia,1
34.5,133.4,Asia,12
34.5,134.2,NA,2
34.5,135.1,NA,2
34.5,135.4,Asia,56
34.5,135.5,Asia,22
34.5,135.6,Asia,2
34.5,136.7,Asia,1
34.6,-120.5,North America,10
34.6,-120.1,North America,7
34.6,-118.1,North America,11
34.6,-117.4,North America,2
34.6,-111.9,North America,2
34.6,-98.4,North America,1
34.6,-96.3,North America,1
34.6,-92.6,North America,1
34.6,-85.8,North America,1
34.6,-77.4,NA,1
34.6,18,NA,27
34.6,69.2,Asia,6
34.6,133.7,Asia,2
34.6,133.8,Asia,651
34.6,135,NA,320
34.6,135.1,NA,1
34.6,135.5,Asia,36
34.6,135.6,Asia,5
34.6,138.1,Asia,9
34.7,-118.1,North America,2
34.7,-117,North America,1
34.7,-106.8,North America,2
34.7,-106.7,North America,1
34.7,-92.3,North America,7
34.7,-87.7,North America,2
34.7,-86.7,North America,2
34.7,-86.6,North America,1
34.7,-81.2,North America,1
34.7,-81,North America,2
34.7,-77,NA,17
34.7,-76.7,North America,9
34.7,-76.7,NA,5
34.7,-76.5,NA,4
34.7,32.7,Europe,1
34.7,33.1,Europe,3
34.7,113.6,Asia,22
34.7,133.9,Asia,50
34.7,134.9,Asia,4
34.7,135.2,Asia,59
34.7,135.3,Asia,7
34.7,135.4,Asia,18
34.7,135.5,Asia,578
34.7,135.6,Asia,8
34.7,135.8,Asia,8
34.7,136.5,Asia,5
34.7,137.7,Asia,101
34.7,137.9,Asia,7
34.7,138,Asia,2
34.7,138.2,Asia,2
34.7,138.9,Asia,13
34.8,-106.7,North America,1
34.8,-97.8,North America,1
34.8,-92.3,North America,1
34.8,-90.8,North America,2
34.8,-84.3,North America,34
34.8,-76.9,North America,22
34.8,39,Asia,2
34.8,134.7,Asia,4
34.8,135.4,Asia,2
34.8,135.5,Asia,5
34.8,135.6,Asia,3
34.8,136.5,Asia,1
34.8,137.4,Asia,22
34.8,137.8,Asia,8
34.9,-117.9,North America,4
34.9,-111.8,North America,3
34.9,-110.2,North America,2
34.9,-95.3,North America,2
34.9,-94.6,North America,2
34.9,-86.7,North America,1
34.9,-86.6,North America,2
34.9,-85.3,North America,1
34.9,-84.1,North America,3
34.9,-82.7,North America,1
34.9,-82.4,North America,15
34.9,-81.9,North America,3
34.9,-81,North America,5
34.9,-2.3,Africa,1
34.9,128.6,Asia,1
34.9,134.5,Asia,2
34.9,135.7,Asia,2
34.9,135.8,Asia,8
34.9,136.6,Asia,1
34.9,136.8,NA,1
34.9,137.1,Asia,18
34.9,138.9,Asia,3
35,-120.4,North America,15
35,-116.4,North America,369
35,-110.7,North America,1
35,-101.9,North America,2
35,-97.1,North America,24
35,-90,North America,1
35,-87.6,North America,1
35,-87.5,North America,1
35,-85.3,North America,40
35,-81.2,North America,2
35,-80.9,North America,5
35,-80.1,North America,1
35,-78.4,North America,1
35,33.3,Europe,1
35,33.9,Europe,1
35,135.7,Asia,4
35,135.8,Asia,57
35,135.9,Asia,52
35,136.6,Asia,1
35,137.2,Asia,2
35,138.4,Asia,394
35,138.5,Asia,7
35,138.9,Asia,53
35,139,Asia,1
35,139.1,Asia,1
35.1,-120.6,North America,29
35.1,-119.7,North America,2
35.1,-118.4,North America,1
35.1,-118,North America,12
35.1,-106.7,North America,2
35.1,-106.6,North America,28
35.1,-101.9,North America,5
35.1,-90,North America,14
35.1,-89.8,North America,1
35.1,-86.9,North America,1
35.1,-85.3,North America,1
35.1,-81.9,North America,1
35.1,-80.8,North America,1
35.1,-80.7,North America,2
35.1,-79,North America,1
35.1,-78.9,North America,15
35.1,-77,North America,5
35.1,-3.6,Africa,1
35.1,33.4,Europe,22
35.1,33.9,Europe,3
35.1,129,NA,1
35.1,134,Asia,23
35.1,136,Asia,1
35.1,136.7,Asia,19
35.1,136.8,Asia,1
35.1,136.9,Asia,1
35.1,137,Asia,2
35.1,137.2,Asia,4
35.1,138.9,Asia,13
35.1,139.6,NA,1
35.1,140.1,Asia,3
35.2,-118.9,North America,41
35.2,-111.7,North America,3
35.2,-106.7,North America,2
35.2,-106.6,North America,2
35.2,-104.7,North America,1
35.2,-101.8,North America,2
35.2,-97.5,North America,2
35.2,-97.4,North America,12
35.2,-97.2,North America,2
35.2,-91.8,North America,27
35.2,-90,North America,3
35.2,-89.9,North America,1
35.2,-89.8,North America,4
35.2,-88.6,North America,5
35.2,-87,North America,9
35.2,-85.2,North America,1
35.2,-80.9,North America,5
35.2,-80.8,North America,55
35.2,-75.5,North America,14
35.2,24.8,Europe,64
35.2,26.1,Europe,1
35.2,32.6,NA,2
35.2,33.3,Europe,1
35.2,33.4,Europe,2
35.2,126.9,Asia,2
35.2,129.1,Asia,54
35.2,136.8,Asia,1
35.2,136.9,Asia,171
35.2,137,Asia,2
35.2,137.2,Asia,3
35.2,138.7,Asia,17
35.2,139.7,Asia,1
35.2,140.3,Asia,190
35.2,140.3,NA,13
35.3,-120.7,North America,24
35.3,-120.6,North America,18
35.3,-116.7,North America,2
35.3,-101.6,North America,1
35.3,-97.5,North America,21
35.3,-93.1,North America,2
35.3,-87.4,North America,1
35.3,-83.2,North America,2
35.3,-82.4,North America,1
35.3,-81.5,North America,1
35.3,-80.8,North America,1
35.3,-79.4,North America,1
35.3,-78.1,North America,7
35.3,-77.6,North America,12
35.3,-75.5,North America,1
35.3,-2.9,Africa,4
35.3,25.1,Europe,8
35.3,25.5,Europe,1
35.3,128.6,Asia,2
35.3,135,Asia,1
35.3,136.3,Asia,44
35.3,136.7,Asia,1
35.3,136.8,Asia,1
35.3,138.6,Asia,1
35.3,139.1,Asia,1
35.3,139.2,Asia,10
35.3,139.3,Asia,176
35.3,139.4,Asia,411
35.3,139.5,Asia,877
35.3,139.6,Asia,9
35.3,139.7,Asia,45
35.3,139.9,Asia,28
35.3,140.4,Asia,7
35.4,-120.9,North America,6
35.4,-120.8,North America,16
35.4,-119.1,North America,1
35.4,-119,North America,13
35.4,-108.3,North America,1
35.4,-97.7,North America,1
35.4,-97.6,North America,7
35.4,-84.6,North America,1
35.4,-80.9,North America,2
35.4,-80.6,North America,3
35.4,-80.2,North America,2
35.4,-79.9,North America,1
35.4,24.5,Europe,1
35.4,132.8,Asia,3
35.4,136,Asia,1
35.4,136.3,Asia,2
35.4,136.6,Asia,1
35.4,136.7,Asia,6
35.4,136.8,Asia,2
35.4,138.4,Asia,1
35.4,139.4,Asia,241
35.4,139.5,Asia,2
35.4,139.6,Asia,519
35.4,140,Asia,1
35.4,140.1,Asia,1
35.4,140.4,Asia,2
35.5,-97.5,North America,55
35.5,-97.3,North America,1
35.5,-92,North America,1
35.5,-89.8,North America,1
35.5,-86.6,North America,72
35.5,-82.5,North America,1
35.5,-82.3,North America,1
35.5,-80.9,North America,1
35.5,-79.2,North America,1
35.5,-77.4,North America,1
35.5,24,Europe,1
35.5,133,Asia,30
35.5,133.1,Asia,2
35.5,133.3,Asia,1
35.5,134.2,Asia,7
35.5,139.3,Asia,2
35.5,139.4,Asia,35
35.5,139.5,Asia,6
35.5,139.6,Asia,17
35.5,139.7,Asia,18
35.5,140.2,Asia,6
35.5,140.3,Asia,4
35.5,140.5,Asia,2
35.6,-121.2,North America,1
35.6,-121.1,North America,1
35.6,-120.7,North America,17
35.6,-119.3,North America,1
35.6,-82.6,North America,30
35.6,-82.2,North America,1
35.6,-81.6,North America,2
35.6,-80.9,North America,2
35.6,-80.8,North America,3
35.6,-78.9,North America,1
35.6,-77.4,North America,19
35.6,-77.3,North America,1
35.6,-75.5,North America,99
35.6,-5.4,Africa,2
35.6,135.1,Asia,4
35.6,139.3,Asia,2
35.6,139.4,Asia,6
35.6,139.5,Asia,32
35.6,139.6,Asia,16
35.6,139.7,Asia,162
35.6,139.8,Asia,6
35.6,140.1,Asia,234
35.6,140.5,Asia,3
35.7,-119.2,North America,2
35.7,-106,North America,1
35.7,-105.9,North America,4
35.7,-97.5,North America,3
35.7,-97.4,North America,1
35.7,-81.3,North America,3
35.7,-80.7,North America,1
35.7,-80.5,North America,5
35.7,-79.5,North America,4
35.7,-79.2,North America,1
35.7,-78.9,North America,9
35.7,-78.8,North America,1
35.7,-77.9,North America,2
35.7,-5.9,Africa,4
35.7,-5.8,Africa,1
35.7,-0.6,Africa,4
35.7,51.4,Asia,6
35.7,137,Asia,2
35.7,138.6,Asia,4
35.7,139.3,Asia,10
35.7,139.4,Asia,26
35.7,139.5,Asia,53
35.7,139.6,Asia,60
35.7,139.7,Asia,2114
35.7,139.8,Asia,203
35.7,139.9,Asia,33
35.7,139.9,NA,3
35.7,140,Asia,28
35.7,140.1,Asia,3
35.7,140.2,Asia,1
35.7,140.5,Asia,33
35.8,-90.7,North America,3
35.8,-86.4,North America,4
35.8,-86.3,North America,1
35.8,-85.6,North America,2
35.8,-84,North America,1
35.8,-79.8,North America,1
35.8,-79,North America,291
35.8,-78.8,North America,4
35.8,-78.7,North America,1
35.8,-78.6,North America,51
35.8,51.4,Asia,1
35.8,75,Asia,2
35.8,138.4,Asia,1
35.8,139.4,Asia,4
35.8,139.5,Asia,7
35.8,139.6,Asia,4
35.8,139.7,Asia,7
35.8,139.8,Asia,13
35.8,139.9,Asia,29
35.8,140,Asia,4
35.8,140.1,Asia,1
35.8,140.3,Asia,1
35.9,-97.9,North America,1
35.9,-95.9,North America,1
35.9,-86.9,North America,1
35.9,-86.4,North America,1
35.9,-86.2,North America,1
35.9,-85,North America,3
35.9,-83.6,North America,1
35.9,-81.5,North America,2
35.9,-80.1,North America,2
35.9,-80,North America,1
35.9,-79.6,North America,1
35.9,-79.1,North America,29
35.9,-79,North America,1
35.9,-78.8,North America,4
35.9,-78.7,North America,52
35.9,-78.5,North America,1
35.9,-77.9,North America,2
35.9,-77.8,North America,1
35.9,-75.7,North America,3
35.9,14.4,Europe,10
35.9,14.5,Europe,11
35.9,104.2,Asia,21
35.9,117.9,Asia,2
35.9,127.8,Asia,20
35.9,128.6,Asia,1
35.9,139.4,Asia,4
35.9,139.5,Asia,9
35.9,139.6,Asia,145
35.9,139.7,Asia,4
35.9,139.8,Asia,22
35.9,139.9,Asia,2
35.9,140,Asia,13
35.9,140.2,Asia,2
35.9,140.4,Asia,1
35.9,140.6,Asia,8
35.9,140.7,Asia,3
36,-115.2,North America,1
36,-115.1,North America,26
36,-115,North America,1
36,-114.8,North America,1
36,-99.8,North America,3
36,-96.8,North America,1
36,-86.8,North America,1
36,-86.5,North America,5
36,-84.3,North America,1
36,-84.1,North America,1
36,-84,North America,1
36,-83.9,North America,45
36,-80,North America,2
36,-79.9,North America,1
36,-78.9,North America,28
36,-78.3,North America,1
36,-75.7,North America,7
36,-75.6,North America,23
36,-5.7,NA,1
36,-5.6,NA,284
36,28,Europe,1
36,139.6,Asia,8
36,139.8,Asia,1
36,140,Asia,1
36,140.1,Asia,3
36,140.6,Asia,2
36.1,-115.4,North America,2
36.1,-115.3,North America,4
36.1,-115.2,North America,31
36.1,-115.1,North America,16
36.1,-115,North America,2
36.1,-97.1,North America,4
36.1,-96.1,North America,1
36.1,-96,North America,1
36.1,-95.9,North America,2
36.1,-94.2,North America,5
36.1,-87.2,North America,1
36.1,-87.1,North America,1
36.1,-86.8,North America,2
36.1,-80.2,North America,2
36.1,-79.9,North America,1
36.1,-79.8,North America,34
36.1,-79.5,North America,10
36.1,-79.4,North America,1
36.1,-79.1,North America,2
36.1,-78.1,North America,1
36.1,-75.7,NA,12
36.1,-5.8,Europe,4
36.1,-5.7,Europe,23
36.1,-5.5,Europe,4
36.1,-5.4,NA,2
36.1,136.2,Asia,13
36.1,137.3,Asia,5
36.1,139.4,Asia,2
36.1,140.2,Asia,1
36.2,-115.3,North America,2
36.2,-115.2,North America,14
36.2,-115.1,North America,246
36.2,-115,North America,1
36.2,-96,North America,14
36.2,-94.5,North America,1
36.2,-86.8,North America,91
36.2,-84.1,North America,1
36.2,-81.9,North America,7
36.2,-81.7,North America,1
36.2,-75.8,North America,1
36.2,-6.1,Europe,7
36.2,-6,NA,2
36.2,-5.9,Europe,6
36.2,-5.5,Europe,1
36.2,-5.4,Europe,2
36.2,-5.3,NA,17
36.2,44,Asia,2
36.2,138,Asia,1
36.2,138.3,Asia,847
36.2,139.2,Asia,2
36.2,139.4,Asia,1
36.2,139.5,Asia,1
36.3,-121.4,North America,3
36.3,-119.8,North America,5
36.3,-106.5,North America,2
36.3,-96.5,North America,18
36.3,-95.9,North America,1
36.3,-94.1,North America,11
36.3,-76.2,North America,1
36.3,-6.2,Europe,1
36.3,-6.1,Europe,6
36.3,-6,Europe,109
36.3,-5.3,Europe,4
36.3,-5.2,NA,1
36.3,29.4,Europe,1
36.3,58.8,Asia,3
36.3,59.6,Asia,3
36.3,136.3,Asia,4
36.3,139,Asia,11
36.3,139.4,Asia,1
36.3,139.8,Asia,4
36.3,140,Asia,7
36.3,140.1,Asia,1
36.3,140.4,Asia,27
36.3,140.6,Asia,9
36.4,-121.9,North America,6
36.4,-120.1,North America,1
36.4,-109.2,North America,2
36.4,-105.6,North America,1
36.4,-98.1,North America,1
36.4,-97.9,North America,2
36.4,-94.8,North America,2
36.4,-94.2,North America,3
36.4,-92.6,North America,1
36.4,-75.8,North America,4
36.4,-6.2,NA,3
36.4,-6.1,Europe,45
36.4,-5.2,NA,16
36.4,28.2,NA,3
36.4,136.5,Asia,18
36.4,139.1,Asia,1649
36.4,140.5,Asia,2
36.5,-121.9,NA,1
36.5,-87.4,North America,1
36.5,-82.4,North America,1
36.5,-79.8,North America,2
36.5,-6.3,NA,238
36.5,-6.2,Europe,8
36.5,-5,Europe,6
36.5,-4.9,Europe,40
36.5,-4.8,Europe,1
36.5,-4.6,Europe,3
36.5,-4.6,NA,1
36.5,7.4,Africa,1
36.5,10.7,Africa,1
36.5,32,Europe,1
36.5,128.9,Asia,2
36.5,136.7,Asia,1
36.5,138.8,Asia,1
36.5,139,Asia,2
36.5,139.9,Asia,1
36.6,-121.9,North America,3
36.6,-121.9,NA,45
36.6,-121.8,North America,1
36.6,-121.6,North America,1
36.6,-119.6,North America,1
36.6,-119.5,North America,3
36.6,-118.1,North America,1
36.6,-94.9,North America,1
36.6,-93.4,North America,2
36.6,-93.3,North America,1
36.6,-91.4,North America,1
36.6,-88.3,North America,3
36.6,-86.5,North America,2
36.6,-82.2,North America,4
36.6,-6.4,NA,6
36.6,-6.3,Europe,38
36.6,-6.3,NA,1
36.6,-6.2,Europe,9
36.6,-5.9,Europe,5
36.6,-4.7,Europe,1
36.6,-4.6,Europe,14
36.6,-4.5,Europe,4
36.6,-4.5,NA,4
36.6,29.1,Europe,1
36.6,101.8,Asia,1
36.6,127.3,Asia,1
36.6,127.5,Asia,1
36.6,136.6,Asia,5
36.6,136.7,Asia,3
36.6,138.2,Asia,3
36.6,139.9,Asia,10
36.7,-121.8,North America,2
36.7,-121.7,North America,10
36.7,-119.8,North America,9
36.7,-119.5,North America,2
36.7,-105.4,North America,1
36.7,-98.7,North America,2
36.7,-93.3,North America,1
36.7,-84.5,North America,1
36.7,-79.9,North America,5
36.7,-76.6,North America,22
36.7,-6.4,Europe,33
36.7,-6.1,Europe,25
36.7,-5.4,Europe,2
36.7,-4.5,Europe,194
36.7,-4.4,Europe,290
36.7,-4.2,NA,1
36.7,-3.9,NA,1
36.7,-3.6,Europe,13
36.7,-3.5,Europe,2
36.7,-3.4,NA,2
36.7,-2.9,NA,2
